"Flag","Code","Climate","Est_ASMR","Est_SNR","GSM","Codetype","Native","Mult_life","P_Organism","Poison_Humans","Poison_Livestock","Poison_Wildlife","P_Descriptor","P_Mode","P_Toxin","P_Toxicity","P_Season","P_Parts","P_Comments","GBearSpring","GBearSummer","GBearFall","Cow_Forage","WeedStatus","Wetland_Ind","RedBlueList","SRank","ID"
0,"MELASUA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6736
0,"MELASUE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6738
0,"MELASUO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6739
0,"MELASUU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6737
0,"MELATOM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6740
0,"MICRGRA","0","0","0","3","U","N",,,,,,,,,,,,,,,,"P",,,,,319
0,"MICRGRA1","0","0","0","3","U","N",,,,,,,,,,,,,,,,,,,,,7655
0,"MICRGRA2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7656
0,"MICRHIE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8224
0,"MICRIDA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7977
0,"MICRINT","0","0","0","4","U","N",,,,,,,,,,,,,,,,,,,,,7778
0,"MICRLYA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7779
0,"MICRMIN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7979
0,"MICRNEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8159
0,"MICRNEL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8161
0,"MICRNEL2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8160
0,"MICRNEL4","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8162
0,"MICRNID","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8163
0,"MICRNIV","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8165
0,"MICRNUT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,317
0,"MICROBR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,876
0,"MICROCA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6758
0,"MICROCC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8164
0,"MICROCL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6755
0,"MICRODO","2","5","2","0","U","N",,,,,,,,,,,,,,,,,,,,,8166
0,"MICROGIL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7980
0,"MICROLY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6760
0,"MICROMI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4638
0,"MICROSE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,318
0,"MICRRAZ","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8225
0,"MICRREF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8168
0,"MICRRUF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8169
0,"MICRTEN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4639
0,"MICRTEU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7747
0,"MICRTIS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7978
0,"MICRTOL","1","5","0","3","U","N",,,,,,,,,,,,,,,,,,,,,8170
0,"MICRVLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,874
0,"MIELICH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4642
0,"HAPLMAC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4640
0,"MIELMIE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4641
0,"MIMUALS","4","5","3","2","U","N",,,,,,,,,,,,,,,,,,,,,320
0,"MIMUBRV","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,321
0,"MIMUBRW","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,322
0,"MIMUDEN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,323
0,"MIMUFLO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,324
0,"MIMUGUT","0","6","3","5","U","N",,,,,,,,,,,,,,,,,,"3",,,3171
0,"MIMULEW","1","6","3","5","U","N",,,,,,,,,,,,,,,,,,"3",,,3172
0,"MIMULUS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3210
0,"MIMUMOS","5","6","3","5","U","N",,,,,,,,,,,,,,,,,,"4",,,3173
0,"MIMUMOS1","5","6","3","5","U","N",,,,,,,,,,,,,,,,,,"4",,,7748
0,"MIMUMOS2","5","6","3","5","U","N",,,,,,,,,,,,,,,,,,"4",,,7749
0,"MIMUPAT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7750
0,"MIMUPAT1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7751
0,"MIMUSUK","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7810
0,"MIMUTIL","1","6","3","5","U","N",,,,,,,,,,,,,,,,,,"3",,,3211
0,"MIMUTIL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3212
0,"MIMUTIL2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3213
0,"MINUARC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7981
0,"MINUART","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3255
0,"MINUAUS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3214
0,"MINUBIF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3332
0,"MINUDAW","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3248
0,"MINUELE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3249
0,"MINUNUT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3250
0,"MINUNUT1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3251
0,"MINUOBT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3252
0,"MINUPUS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3253
0,"MINURUB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3254
0,"MINUSTR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3256
0,"MINUTEN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3257
0,"MIRABIL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3260
0,"MIRAHIR","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3258
0,"MIRANYC","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3259
0,"PECTBRE","3","5","3","2","U","N",,,,,,,,,,,,,,,,,,"4",,,3261
0,"MITECAU","2","6","3","5","U","N",,,,,,,,,,,,,,,,,,,,,3262
0,"MITELLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3266
0,"MITENUD","3","4","2","0","U","N",,,,,,,,,,,,,,,,,,"4",,,3263
0,"PECTOVA","4","5","3","2","U","N",,,,,,,,,,,,,,,,,,"4",,,3264
0,"PECTPET","0","5","3","2","U","N",,,,,,,,,,,,,,,,,,"4",,,3265
0,"OZOMTRI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3267
0,"MNIACEA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4643
0,"MNIUAMB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4644
0,"MNIUARI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4645
0,"MNIUBLY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4646
0,"MNIUM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4648
0,"MNIUMAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4647
0,"MNIUSPN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4649
0,"MNIUTHO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4650
0,"MOEHLAT","3","3","2","0","U","N",,,,,,,,,,,,,,,,,,,,,3268
0,"MOEHMAC","5","3","3","2","U","N",,,,,,,,,,,,,,,,,,,,,3269
0,"MOEHRIN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3270
0,"MOENCHI","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3273
0,"MOENERE","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3271
0,"MOENERE1","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3272
0,"MOERBLY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5659
0,"MOERCKI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5661
0,"MOERHIB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5660
0,"MOLENDO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,850
0,"MOLLUGI","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3274
0,"MOLLUGO","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3275
0,"MOLLVER","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3276
0,"MONAFIS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3277
0,"MONAFIS1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3279
0,"MONAFIS2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3278
0,"MONAODO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3129
0,"MONAODO1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1217
0,"MONAODO2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7652
0,"MONARDA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3128
0,"MONARDE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3130
0,"MONESES","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3131
0,"MONEUNI","0","4","2","0","U","N",,,,,,,,,,,,,,,,"P",,,,,3132
0,"MONOBLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6761
0,"HYPOMON","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3837
0,"MONOLEP","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3134
0,"MONONUT","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3133
0,"MONOTRO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3838
0,"MONOTRP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,127
0,"MONOUNI","0","4","2","0","U","N",,,,,,,,,,,,,,,,,,,,,3839
0,"MONTBOS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3135
0,"MONTCHA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,3136
0,"MONTDIC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3137
0,"MONTDIF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3138
0,"MONTFON","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,3139
0,"MONTHOW","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,2962
0,"MONTIA","0","0","0","0","U","N",,,,,,,,,,,,,,,,"P",,,,,2967
0,"MONTLIN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2963
0,"MONTPAR","5","0","2","4","U","N",,,,,,,,,,,,,,,,,,,,,2964
0,"MONTPAR3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2965
0,"MONTPAR4","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2966
0,"MORACEA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1286
0,"MORUALB","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1287
0,"MYOSOTI","0","0","0","0","U","N",,,,,,,,,,,,,,,,"P",,,,,3145
0,"MYOSOTO","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3150
0,"MYOSSCO","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3144
0,"MYOSSTR","0","2","1","1","U","E",,,,,,,,,,,,,,,,,,,,,3146
0,"MYOSSYL","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3147
0,"MYOSURU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3154
0,"MYOSVER","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,3148
0,"MYRIAQU","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,3155
0,"MYRICA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,128
0,"MYRICAC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,129
0,"MYRICAL","4","5","3","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1357
0,"MYRIFAR","5","6","0","5","U","N",,,,,,,,,,,,,,,,,,"1",,,3156
0,"MYRIGAL","0","6","2","5","U","N",,,,,,,,,,,,,,,,,,"3",,,1289
0,"MYRIHET","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,3157
0,"MYRIHIP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,3158
0,"MYRINIA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4653
0,"MYRINIC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4654
0,"MYRIOPH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3162
0,"MYRIPIN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3159
0,"MYRIPUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4652
0,"MYRIQUI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,3160
0,"MYRISIB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,3161
0,"MYRISPI","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,3163
0,"MYRIUSS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,3164
0,"MYRIVER","0","6","3","5","U","N",,,,,,,,,,,,,,,,,,"1",,,3333
0,"MYRRHIS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7474
0,"MYRRODO","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,7473
0,"MYURELL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4657
0,"MYURJUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4655
0,"MYURSIB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4656
0,"MYURTEN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4658
0,"NAJADAC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3334
0,"NAJAFLE","5","6","0","5","U","N",,,,,,,,,,,,,,,,,,"1",,,3335
0,"NAJAS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1868
0,"NANOPEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6777
0,"NANOSTI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6778
0,"NARCISS","0","0","0","0","U","E",,,,,,,,,"OS",,,,,,,,,,,,1871
0,"NARCPOE","0","0","0","0","U","E",,"H","H",,,"P,D","C,I","O","P2","U","RO","O-other or unknown; RO-bulbs",,,,,,,,,1869
0,"NARCPSE","0","0","0","0","U","E",,"H","H",,,"P,D","C,I","O","P2","U","RO","O-other or unknown; RO-bulbs",,,,,,,,,1870
0,"NARDBRE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5665
0,"NARDCOM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5666
0,"NARDGEO","1","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5667
0,"NARDGEO1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5668
0,"NARDGEO2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5669
0,"NARDIA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5675
0,"NARDINS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5670
0,"NARDLES","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5671
0,"NARDSCA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5672
0,"NARDSCA1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5673
0,"NARDSCA2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5674
0,"NASSELL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2213
0,"NASSVIR","0","0","0","0","U","N",,,,,,,,,,,,,,,,"GI",,,,,2214
0,"NASTMIC","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"4",,,1872
0,"NASTOFF","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,1873
0,"NAVADIV","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7905
0,"NAVADIV1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7916
0,"NAVAINT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1874
0,"NAVAPRO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7653
0,"NAVARRE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1875
0,"NAVASQU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1876
0,"NECKDOU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4659
0,"NECKERA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4661
0,"NECKERC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4662
0,"NECKPEN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4660
0,"NEMOBRE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1877
0,"NEMOPAR","4","3","3","2","U","N",,,,,,,,,,,,,,,,,,,,,1878
0,"NEMOPAR1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1879
0,"NEMOPED","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1880
0,"NEMOPHI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1881
0,"NEOFLOX","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6779
0,"NEOFSUB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6781
0,"NEOFUSC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6780
0,"NEOFVER","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6782
0,"NEPECAT","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1882
0,"NEPETA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1883
0,"NEPHARC","2","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6783
0,"NEPHBEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6784
0,"NEPHEXP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6785
0,"NEPHHEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6786
0,"NEPHHEL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6787
0,"NEPHHEL2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6788
0,"NEPHISI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6789
0,"NEPHLAE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6790
0,"NEPHOCC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6791
0,"NEPHPAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6792
0,"NEPHRES","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6793
0,"NEPHROA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6796
0,"NEPHROM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6795
0,"NEPHSIL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6794
0,"NESLIA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1885
0,"NESLPAN","0","0","0","0","U","E",,,,,,,,,,,,,,,,"P",,,,,1884
0,"NEURBRE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5676
0,"NEUROLE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5677
0,"NICOATT","0","0","0","0","U","N",,,,,,,,,"OS",,,,,,,,,,,,1886
0,"NICOTIA",,,,,"U","N",,,,,,,,,"OS",,,,,,,,,,,,1887
0,"NIEBCEP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6797
0,"NIEBLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6798
0,"NODOABB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6799
0,"NODOBRY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6801
0,"NODOORE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6800
0,"NODOSUB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6802
0,"NORMAND","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6804
0,"NORMPUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6803
0,"NOTHNEM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1890
0,"NOTHOCA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1888
0,"NOTHOCH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,405
0,"NOTHTRO","6","1","2","3","U","N",,,,,,,,,,,,,,,,,,,,,1889
0,"NOTOBRE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5678
0,"NOTOORB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5679
0,"NOTOTHY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5680
0,"NOWECUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5681
0,"NOWELLI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5682
0,"NUPHAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,407
0,"NUPHPOL","0","6","0","5","U","N",,,,,,,,,,,,,,,,,,"1",,,406
0,"NUPHVAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,408
0,"NUTTALL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,674
0,"NUTTCAN","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,7754
0,"NUTTTEX","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,673
0,"NYCTAGI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,409
0,"NYMPALB","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,410
0,"NYMPHAA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3337
0,"NYMPHAE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,413
0,"NYMPLEI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,1195
0,"NYMPMEX","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,411
0,"PIPTCAN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,634
0,"PIPTEXI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7687
0,"PIPTMIC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7689
0,"PIPTPUN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7690
0,"PLACASE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6993
0,"PLACCRI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6984
0,"PLACEFF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6985
0,"PLACFLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6994
0,"PLACGEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6986
0,"PLACICM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6989
0,"PLACIDI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6983
0,"PLACNIG","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6995
0,"PLACOLI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6990
0,"PLACOPS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6987
0,"PLACPSE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6982
0,"PLACSTE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6997
0,"PLACSTE1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6998
0,"PLACSUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6999
0,"PLACULI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6992
0,"PLACYNH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6991
0,"PLACYNI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6988
0,"PLACYNT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6996
0,"PLAGACA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5720
0,"PLAGACA1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5722
0,"PLAGACA2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5721
0,"PLAGAPP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5723
0,"PLAGARC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5724
0,"PLAGARC1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5725
0,"PLAGARC2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5726
0,"PLAGARC3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5727
0,"PLAGASL","0","4","1","1","U","N",,,,,,,,,,,,,,,,,,"4",,,5729
0,"PLAGASL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5730
0,"PLAGASP","0","4","1","1","U","N",,,,,,,,,,,,,,,,,,,,,5728
0,"PLAGAUS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5731
0,"PLAGCAD","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5732
0,"PLAGCAV","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4742
0,"PLAGCIL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4729
0,"PLAGCOL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5733
0,"PLAGCOR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5734
0,"PLAGCUN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5716
0,"PLAGCUS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4730
0,"PLAGDEM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4726
0,"PLAGDIF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5735
0,"PLAGDRU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4731
0,"PLAGDUB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5736
0,"PLAGDUB1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5737
0,"PLAGDUB2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5738
